point,era,event_class,first_fired_at,last_active_at,max_severity,max_confidence,fired_conditions
mapai,e1977,flash_flood,1975-02-13 01:00:00,1975-02-13 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,e1977,flash_flood,1975-02-13 03:00:00,1975-02-13 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,e1977,flood,1975-02-13 05:00:00,1975-02-14 05:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
pafuri,e1977,flood,1975-02-13 07:00:00,1975-02-14 04:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,e1977,flash_flood,1975-03-25 04:00:00,1975-03-25 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flash_flood,1975-03-25 08:00:00,1975-03-25 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flash_flood,1975-04-03 13:00:00,1975-04-03 17:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,e1977,tornado,1975-04-10 20:00:00,1975-04-10 23:00:00,severe,1.0,moist|mslp_fall|shear_high|theta_e_high|theta_e_surge
xai_xai,e1977,flash_flood,1975-04-13 09:00:00,1975-04-13 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,e1977,flash_flood,1975-12-08 12:00:00,1975-12-08 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,e1977,flash_flood,1975-12-19 07:00:00,1975-12-19 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,e1977,flash_flood,1975-12-19 07:00:00,1975-12-19 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,e1977,flash_flood,1975-12-19 08:00:00,1975-12-19 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flash_flood,1976-01-28 01:00:00,1976-01-30 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,e1977,flash_flood,1976-01-28 02:00:00,1976-01-29 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,e1977,flash_flood,1976-01-28 11:00:00,1976-01-29 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flood,1976-01-28 13:00:00,1976-01-29 07:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,e1977,flood,1976-01-28 18:00:00,1976-01-29 08:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,e1977,flash_flood,1976-01-30 18:00:00,1976-01-30 20:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flash_flood,1976-05-03 08:00:00,1976-05-04 17:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,e1977,flash_flood,1976-05-03 10:00:00,1976-05-03 20:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,e1977,tornado,1976-10-16 04:00:00,1976-10-16 04:00:00,severe,1.0,moist|mslp_fall|shear_high|theta_e_high|theta_e_surge
chokwe,e1977,flash_flood,1976-10-16 19:00:00,1976-10-17 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flash_flood,1976-12-31 18:00:00,1976-12-31 20:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,e1977,flood,1977-02-06 17:00:00,1977-02-10 11:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,e1977,flash_flood,1977-02-15 04:00:00,1977-02-16 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flood,1977-02-15 07:00:00,1977-02-16 07:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,e1977,flash_flood,1977-12-15 06:00:00,1977-12-16 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,e1977,flood,1977-12-24 12:00:00,1977-12-25 04:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,e1977,flash_flood,1978-01-01 01:00:00,1978-01-01 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flash_flood,1978-01-01 03:00:00,1978-01-01 23:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,e1977,flash_flood,1978-01-01 04:00:00,1978-01-02 07:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,e1977,flash_flood,1978-01-01 23:00:00,1978-01-02 01:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,e1977,flash_flood,1978-01-02 00:00:00,1978-01-02 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flash_flood,1978-01-03 01:00:00,1978-01-03 02:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,e1977,flash_flood,1978-02-14 00:00:00,1978-02-14 07:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flood,1978-02-22 13:00:00,1978-02-23 08:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,e1977,flash_flood,1978-11-03 06:00:00,1978-11-04 22:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,e1977,flash_flood,1978-11-03 06:00:00,1978-11-04 22:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,e1977,flash_flood,1978-11-03 07:00:00,1978-11-04 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,e1977,flash_flood,1978-11-03 08:00:00,1978-11-04 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,e1977,flash_flood,1978-11-03 10:00:00,1978-11-04 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,e1977,flood,1978-11-03 21:00:00,1978-11-04 21:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,e1977,flash_flood,1978-12-23 15:00:00,1978-12-24 13:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,1995-02-18 01:00:00,1995-02-18 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,1995-02-18 01:00:00,1995-02-18 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,1995-02-18 05:00:00,1995-02-18 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,1995-02-18 05:00:00,1995-02-18 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,1995-04-28 06:00:00,1995-04-28 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,1995-05-23 17:00:00,1995-05-23 22:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,1995-05-23 17:00:00,1995-05-23 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,1996-01-18 05:00:00,1996-01-18 16:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
thohoyandou,modern,flood,1996-01-27 17:00:00,1996-01-28 13:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
thohoyandou,modern,flash_flood,1996-02-10 08:00:00,1996-02-11 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,1996-02-10 20:00:00,1996-02-11 07:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,1996-02-10 20:00:00,1996-02-11 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,1996-02-11 00:00:00,1996-02-11 22:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flash_flood,1996-04-03 04:00:00,1996-04-03 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,1996-04-03 09:00:00,1996-04-03 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,1996-11-17 02:00:00,1996-11-17 10:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,1996-11-17 02:00:00,1996-11-17 10:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1996-12-05 10:00:00,1996-12-05 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1997-01-10 03:00:00,1997-01-10 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,1997-01-10 05:00:00,1997-01-10 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1997-03-21 12:00:00,1997-03-21 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1997-06-12 23:00:00,1997-06-13 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,1998-01-08 08:00:00,1998-01-08 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1998-01-08 08:00:00,1998-01-08 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,1998-01-29 11:00:00,1998-01-30 01:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1998-01-31 01:00:00,1998-01-31 13:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,1998-01-31 03:00:00,1998-01-31 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flood,1998-01-31 03:00:00,1998-02-01 07:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flood,1998-01-31 11:00:00,1998-02-01 06:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flash_flood,1998-03-13 00:00:00,1998-03-13 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,1998-03-13 01:00:00,1998-03-13 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,1998-12-02 10:00:00,1998-12-03 00:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1998-12-02 20:00:00,1998-12-02 22:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1998-12-23 05:00:00,1998-12-23 07:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1999-01-12 14:00:00,1999-01-13 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,1999-01-12 16:00:00,1999-01-13 10:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flood,1999-01-12 16:00:00,1999-01-13 14:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flash_flood,1999-01-13 12:00:00,1999-01-13 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flood,1999-02-05 03:00:00,1999-02-05 22:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
thohoyandou,modern,flood,1999-02-06 00:00:00,1999-02-06 21:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flood,1999-02-07 18:00:00,1999-02-09 01:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flood,1999-02-07 22:00:00,1999-02-08 20:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,1999-02-21 11:00:00,1999-02-21 17:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1999-02-21 11:00:00,1999-02-21 17:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,1999-02-21 12:00:00,1999-02-21 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,1999-10-25 03:00:00,1999-10-25 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,1999-11-19 22:00:00,1999-11-20 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,1999-11-20 02:00:00,1999-11-20 20:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,1999-11-20 02:00:00,1999-11-20 20:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,1999-11-20 03:00:00,1999-11-20 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,1999-11-20 14:00:00,1999-11-20 21:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,1999-11-21 14:00:00,1999-11-22 02:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flood,1999-11-21 23:00:00,1999-11-22 23:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flash_flood,1999-11-22 05:00:00,1999-11-22 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,1999-11-22 10:00:00,1999-11-22 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2000-01-03 02:00:00,2000-01-03 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flood,2000-01-03 04:00:00,2000-01-03 23:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
thohoyandou,modern,flash_flood,2000-01-16 12:00:00,2000-01-17 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2000-01-16 21:00:00,2000-01-17 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2000-01-17 01:00:00,2000-01-17 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2000-01-17 01:00:00,2000-01-18 03:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flash_flood,2000-01-17 05:00:00,2000-01-18 00:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flood,2000-01-17 09:00:00,2000-01-18 05:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
musina,modern,flood,2000-01-17 11:00:00,2000-01-18 01:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flash_flood,2000-02-04 16:00:00,2000-02-05 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2000-02-05 14:00:00,2000-02-06 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2000-02-06 20:00:00,2000-02-07 01:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2000-02-06 21:00:00,2000-02-07 02:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2000-02-23 23:00:00,2000-02-25 21:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
thohoyandou,modern,flash_flood,2000-02-24 00:00:00,2000-02-24 04:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2000-03-09 03:00:00,2000-03-10 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2000-03-09 08:00:00,2000-03-10 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flood,2000-03-09 10:00:00,2000-03-10 06:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flash_flood,2000-05-05 07:00:00,2000-05-05 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2000-05-05 10:00:00,2000-05-05 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2000-11-30 02:00:00,2000-11-30 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2000-11-30 03:00:00,2000-11-30 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2000-11-30 10:00:00,2000-12-01 01:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flash_flood,2001-01-02 01:00:00,2001-01-02 01:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2001-02-05 08:00:00,2001-02-06 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2001-02-05 10:00:00,2001-02-06 02:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flood,2001-02-05 12:00:00,2001-02-06 09:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2001-02-19 17:00:00,2001-02-21 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2001-02-20 05:00:00,2001-02-21 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2001-02-20 07:00:00,2001-02-21 00:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flood,2001-02-20 13:00:00,2001-02-21 02:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
musina,modern,flash_flood,2001-11-09 03:00:00,2001-11-09 04:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2001-11-09 03:00:00,2001-11-09 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2001-11-09 03:00:00,2001-11-09 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2001-11-09 06:00:00,2001-11-09 20:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2001-11-16 06:00:00,2001-11-17 05:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flood,2001-11-16 17:00:00,2001-11-17 22:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flash_flood,2001-12-11 18:00:00,2001-12-11 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flood,2001-12-11 19:00:00,2001-12-12 20:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2001-12-26 05:00:00,2001-12-26 05:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2002-02-01 11:00:00,2002-02-01 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2002-04-07 08:00:00,2002-04-07 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2002-04-07 08:00:00,2002-04-07 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2002-10-30 03:00:00,2002-10-30 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2002-10-30 07:00:00,2002-10-31 02:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2002-10-30 10:00:00,2002-10-31 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2003-01-09 20:00:00,2003-01-10 07:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2003-01-09 21:00:00,2003-01-10 07:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2003-01-10 01:00:00,2003-01-10 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2003-01-10 11:00:00,2003-01-10 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2003-02-21 03:00:00,2003-02-21 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2003-02-21 07:00:00,2003-02-21 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2003-02-21 16:00:00,2003-02-22 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2003-03-03 13:00:00,2003-03-04 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2003-03-04 16:00:00,2003-03-06 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2003-03-05 05:00:00,2003-03-06 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2003-03-05 11:00:00,2003-03-06 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2003-03-25 03:00:00,2003-03-25 22:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2003-03-25 05:00:00,2003-03-25 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2003-03-25 06:00:00,2003-03-25 10:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2003-09-06 02:00:00,2003-09-06 02:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2004-01-22 03:00:00,2004-01-23 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2004-01-22 03:00:00,2004-01-23 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flood,2004-01-22 11:00:00,2004-01-23 10:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
musina,modern,flash_flood,2004-01-22 17:00:00,2004-01-22 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2004-01-23 08:00:00,2004-01-24 04:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2004-01-23 09:00:00,2004-01-24 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2004-03-06 10:00:00,2004-03-06 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2004-12-09 11:00:00,2004-12-10 03:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2005-02-12 11:00:00,2005-02-12 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2005-02-12 13:00:00,2005-02-12 13:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2005-03-29 08:00:00,2005-03-29 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2005-03-29 10:00:00,2005-03-29 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2005-12-02 02:00:00,2005-12-02 04:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2005-12-02 05:00:00,2005-12-02 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2006-01-06 11:00:00,2006-01-07 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2006-01-06 23:00:00,2006-01-07 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flood,2006-01-07 01:00:00,2006-01-07 16:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
mapai,modern,flash_flood,2006-01-07 03:00:00,2006-01-07 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flood,2006-01-10 05:00:00,2006-01-11 08:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
thohoyandou,modern,flood,2006-02-11 05:00:00,2006-02-12 02:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2006-03-01 07:00:00,2006-03-01 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2006-03-01 07:00:00,2006-03-01 17:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flood,2006-03-03 22:00:00,2006-03-04 14:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,tornado,2006-08-02 07:00:00,2006-08-02 08:00:00,severe,1.0,moist|mslp_fall|shear_high|theta_e_high|theta_e_surge
chokwe,modern,flash_flood,2006-09-18 04:00:00,2006-09-18 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2006-09-18 04:00:00,2006-09-18 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2006-11-14 13:00:00,2006-11-14 17:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2006-12-11 07:00:00,2006-12-11 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2007-01-17 10:00:00,2007-01-17 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2007-01-17 10:00:00,2007-01-17 18:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2007-02-25 18:00:00,2007-02-26 06:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2007-02-25 23:00:00,2007-02-26 08:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2007-02-26 01:00:00,2007-02-26 09:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2007-02-26 02:00:00,2007-02-26 12:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
pafuri,modern,flash_flood,2007-03-30 08:00:00,2007-03-30 22:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2007-03-30 08:00:00,2007-03-30 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2007-03-30 09:00:00,2007-03-30 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flash_flood,2007-03-30 10:00:00,2007-03-31 04:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2007-10-01 02:00:00,2007-10-01 04:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flash_flood,2007-11-24 01:00:00,2007-11-24 16:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
thohoyandou,modern,flash_flood,2007-11-24 01:00:00,2007-11-24 13:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2007-11-24 08:00:00,2007-11-24 14:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flood,2007-12-08 10:00:00,2007-12-09 07:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
chokwe,modern,flash_flood,2007-12-17 09:00:00,2007-12-17 13:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
musina,modern,flood,2007-12-18 18:00:00,2007-12-19 04:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flash_flood,2008-01-08 02:00:00,2008-01-08 11:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2008-01-17 08:00:00,2008-01-17 15:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2008-01-17 08:00:00,2008-01-17 17:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
mapai,modern,flood,2008-12-26 18:00:00,2008-12-28 10:00:00,severe,1.0,rain_24|rain_48|rsat_24|rsat_72
xai_xai,modern,flash_flood,2009-02-04 06:00:00,2009-02-04 21:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
chokwe,modern,flash_flood,2009-12-01 11:00:00,2009-12-01 19:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
xai_xai,modern,flash_flood,2009-12-01 13:00:00,2009-12-01 20:00:00,warning,0.75,moist|nbr_max12|nbr_rs6
