event_class,feature,lead_h,auc,abs_auc,cliffs_delta,robust_d,median_event,median_control,n_event,n_control
flash_flood,sm_sat_ratio,12,0.6582247887859659,0.6582247887859659,0.3164495775719318,0.3996220529079437,0.906574010848999,0.8210155963897705,1444,2884
flash_flood,sm_7_28,12,0.5726029320485916,0.5726029320485916,0.14520586409718317,0.19293472170829773,0.33249998092651367,0.296999990940094,1472,2942
flash_flood,sm2_delta_7d,12,0.6009924114468608,0.6009924114468608,0.20198482289372155,0.16216155886650085,0.0029999911785125732,-0.0029999911785125732,1472,2941
flash_flood,mslp_hpa,12,0.3782355555514532,0.6217644444485468,-0.24352888889709357,-0.3088204860687256,1013.0,1015.0999755859375,1472,2944
flash_flood,mslp_tend_3h,12,0.4149188382413752,0.5850811617586248,-0.17016232351724958,-0.2777777910232544,-0.30000001192092896,0.20000000298023224,1472,2944
flash_flood,mslp_tend_6h,12,0.4002162882871574,0.5997837117128426,-0.19956742342568523,-0.2857142984867096,-0.6000000238418579,0.20000000298023224,1472,2944
flash_flood,mslp_tend_24h,12,0.38742278879666825,0.6125772112033318,-0.2251544224066635,-0.2790697515010834,-1.2000000476837158,0.0,1472,2944
flash_flood,gust,12,0.6103154490710657,0.6103154490710657,0.22063089814213144,0.3191489279270172,7.5,6.0,1472,2944
flash_flood,gust_delta_6h,12,0.5508699759643786,0.5508699759643786,0.10173995192875718,0.17142854630947113,0.5,-0.09999990463256836,1472,2944
flash_flood,gust_max_24h,12,0.6023984162703805,0.6023984162703805,0.20479683254076098,0.24444453418254852,10.800000190734863,9.699999809265137,1472,2944
flash_flood,wspd_10m,12,0.5732331879873582,0.5732331879873582,0.14646637597471646,0.23470309376716614,3.224903106689453,2.668332815170288,1472,2944
flash_flood,wspd_delta_6h,12,0.5355307681799386,0.5355307681799386,0.07106153635987722,0.105633445084095,0.11157572269439697,-0.05081963539123535,1472,2944
flash_flood,gust_factor,12,0.5407770225366257,0.5407770225366257,0.08155404507325148,0.08636614680290222,2.237308979034424,2.152022123336792,1472,2944
flash_flood,dir_veer_6h,12,0.5016779978980029,0.5016779978980029,0.003355995796005873,0.008455845527350903,19.84402084350586,19.57335662841797,1327,2554
flash_flood,dewpoint_dep,12,0.31996324968247875,0.6800367503175213,-0.3600735006350425,-0.3938054144382477,2.1499996185302734,4.375,1472,2944
flash_flood,theta_e,12,0.6032719458884688,0.6032719458884688,0.20654389177693755,0.26619961857795715,324.7616271972656,316.53887939453125,1472,2944
flash_flood,theta_e_delta_24h,12,0.5908549260101607,0.5908549260101607,0.1817098520203213,0.20112690329551697,1.7228081226348877,0.31309986114501953,1472,2944
flash_flood,tcwv,12,0.6974454948853459,0.6974454948853459,0.3948909897706918,0.4844444990158081,35.20000076293945,24.299999237060547,1472,2937
flash_flood,tcwv_anom_7d,12,0.760093415530488,0.760093415530488,0.5201868310609761,0.6460071206092834,6.857440948486328,0.22202464938163757,1472,2937
flash_flood,blh,12,0.5188730089117851,0.5188730089117851,0.03774601782357023,0.06611569970846176,440.0,400.0,1472,2937
flash_flood,blh_delta_24h,12,0.5011977061775548,0.5011977061775548,0.0023954123551095385,-0.015625,0.0,5.0,1472,2937
flash_flood,snow_accum_14d,12,0.49523083519169425,0.5047691648083057,-0.009538329616611496,,0.0,0.0,1472,2944
flash_flood,snowmelt_proxy,12,0.5099519610630316,0.5099519610630316,0.01990392212606329,,0.0,0.0,1472,2944
flash_flood,rain_on_sat_6h,12,0.7006931333683091,0.7006931333683091,0.40138626673661815,0.5046923756599426,0.2978461682796478,0.0,1472,2942
flash_flood,rain_on_sat_24h,12,0.7115579648567966,0.7115579648567966,0.42311592971359313,0.6704463362693787,2.973076820373535,0.025846153497695923,1472,2942
flash_flood,rain_on_sat_72h,12,0.6813949906526172,0.6813949906526172,0.36278998130523443,0.546515703201294,7.995077133178711,1.1449230909347534,1472,2942
flash_flood,precip_1h,24,0.5970777428668478,0.5970777428668478,0.19415548573369557,,0.0,0.0,1472,2944
flash_flood,precip_sum_3h,24,0.6176677047642959,0.6176677047642959,0.23533540952859178,0.0,0.0,0.0,1472,2944
flash_flood,precip_sum_6h,24,0.631600334874173,0.631600334874173,0.263200669748346,0.3333333134651184,0.20000000298023224,0.0,1472,2944
flash_flood,precip_sum_12h,24,0.6340396643135633,0.6340396643135633,0.2680793286271266,0.375,0.6000000238418579,0.0,1472,2944
flash_flood,precip_sum_24h,24,0.6294673349997046,0.6294673349997046,0.2589346699994093,0.3333333432674408,1.7000000476837158,0.20000000298023224,1472,2944
flash_flood,precip_sum_48h,24,0.6177965824004608,0.6177965824004608,0.23559316480092152,0.35789474844932556,4.800000190734863,1.399999976158142,1472,2944
flash_flood,precip_sum_72h,24,0.6095767967642368,0.6095767967642368,0.21915359352847363,0.3125,7.800000190734863,3.299999952316284,1472,2944
flash_flood,api_96h,24,0.6045906052472235,0.6045906052472235,0.20918121049444705,0.26602283120155334,18.15804100036621,12.08138656616211,1472,2944
flash_flood,wet_spell_h,24,0.5953482211424859,0.5953482211424859,0.19069644228497173,,0.0,0.0,1472,2944
flash_flood,wet_frac_72h,24,0.5964148941472708,0.5964148941472708,0.19282978829454156,0.222222238779068,0.1666666716337204,0.1111111119389534,1472,2944
flash_flood,sm_0_7,24,0.5769524207135046,0.5769524207135046,0.15390484142700922,0.23316071927547455,0.3440000116825104,0.29899999499320984,1472,2942
flash_flood,sm_delta_7d,24,0.581738409739367,0.581738409739367,0.16347681947873394,0.1854836493730545,0.00849999487400055,-0.0029999911785125732,1472,2941
flash_flood,sm_pct,24,0.6104836162178938,0.6104836162178938,0.22096723243578764,0.3086124062538147,0.6469648480415344,0.44089457392692566,1472,2942
flash_flood,sm_sat_ratio,24,0.5976102510363799,0.5976102510363799,0.19522050207275976,0.264072448015213,0.8719244003295898,0.8172672390937805,1444,2884
